"order_id","item_price","quantity","item_cat","item_name","created_at","cust_id","customer","delivery_address1","delivery_address2","delivery_city","delivery_zipcode","delivery"
347,21.990000,36,Pizza,Hawaiian,2024-02-24 14:46:09.896,24,Giles Gilroy,"765 Iowa Alley","34111 Maryland Drive",Eloúnda,,true
348,21.990000,68,Pizza,Hawaiian,2024-02-24 14:46:09.896,467,Ruddie Wallicker,"6267 Bayside Drive","70317 Jenifer Street",Ural,"663974",false
349,20.990000,13,Pizza,Pepperoni,2024-02-24 14:46:09.896,859,Krishna Guiett,"88 Huxley Crossing","694 3rd Circle",Mường Nhé,,true
350,21.990000,84,Pizza,Hawaiian,2024-02-24 14:46:09.896,57,Priscilla Ethelstone,"62950 Manufacturers Crossing","4 International Parkway",Ábrego,"546079",false
351,31.990000,17,Pizza,Pepperoni,2024-02-24 14:46:09.896,359,Francoise Stroulger,"67 Brown Lane","7 Ilene Drive",Lapid,,true
352,29.990000,41,Pizza,Cheese,2024-02-24 14:46:09.896,797,Justin Gillatt,"3 Dayton Park","3315 Claremont Parkway",Maodao,,false
353,26.990000,50,Pizza,Hawaiian,2024-02-24 14:46:09.896,963,Billie Gyves,"4 Arapahoe Place","27 Jackson Pass",Is,"624238",false
354,21.990000,57,Pizza,Hawaiian,2024-02-24 14:46:09.896,539,Austen Elstob,"3468 Corry Hill","997 Eastlawn Junction",Taling,,false
355,20.990000,64,Pizza,Pepperoni,2024-02-24 14:46:09.896,608,Karlie Mathes,"969 Raven Way","2 Dovetail Terrace",Janas,"2710-257",false
356,19.990000,68,Pizza,Cheese,2024-02-24 14:46:09.896,56,Willyt Donkersley,"2 Bay Court","1024 Messerschmidt Place",Hoorn,"1624",true
357,26.990000,40,Pizza,Hawaiian,2024-02-24 14:46:09.896,242,Delmar Noblet,"85 Graedel Lane","2366 Randy Way",Hidalgo,"26060",true
358,21.990000,1,Pizza,Hawaiian,2024-02-24 14:46:09.896,375,Rupert St. Pierre,"841 Myrtle Point","69 Steensland Pass",Jiamaogong,,true
359,25.990000,87,Pizza,Pepperoni,2024-02-24 14:46:09.896,658,Lorna Hansmann,"97684 Arkansas Center","8816 Donald Street",Paitan,"9801",false
360,20.990000,66,Pizza,Pepperoni,2024-02-24 14:46:09.896,66,Cobby Yesipov,"97540 Crest Line Hill","045 Schurz Junction",Nangela,,true
361,19.990000,95,Pizza,Cheese,2024-02-24 14:46:09.896,527,Engracia Brasse,"548 Fallview Place","51356 Bayside Place",Tyazhinskiy,"652240",false
362,31.990000,38,Pizza,Pepperoni,2024-02-24 14:46:09.896,359,Francoise Stroulger,"2065 5th Pass","51936 Almo Hill",Dezhou,,true
363,21.990000,82,Pizza,Hawaiian,2024-02-24 14:46:09.896,944,Kimberlyn Charlson,"42342 Waubesa Junction","0160 Laurel Alley",Estrela,"95880-000",true
364,21.990000,44,Pizza,Hawaiian,2024-02-24 14:46:09.896,429,Rozanne Glassman,"37 Melvin Point","203 Towne Place",Taivalkoski,"93401",false
365,20.990000,98,Pizza,Pepperoni,2024-02-24 14:46:09.896,101,Nananne Kester,"8 Pine View Avenue","35 Schurz Center",Letsheng,,true
366,21.990000,59,Pizza,Hawaiian,2024-02-24 14:46:09.896,295,Lory Gilhouley,"31132 Meadow Ridge Circle","017 Tomscot Lane",Jalālpur Pīrwāla,"59250",true
367,25.990000,81,Pizza,Pepperoni,2024-02-24 14:46:09.896,217,Mahalia Ferrara,"58227 Mallard Trail","99996 Judy Center",Samdrup Jongkhar,,false
368,31.990000,18,Pizza,Pepperoni,2024-02-24 14:46:09.896,492,Babara Najera,"7602 Fulton Park","05 Eggendart Park",Lakinsk,"662133",false
369,19.990000,18,Pizza,Cheese,2024-02-24 14:46:09.896,577,Rakel Manon,"49853 Crownhardt Court","912 Forster Point",Zhangshui,,true
370,21.990000,50,Pizza,Hawaiian,2024-02-24 14:46:09.896,867,Nellie Crosland,"48 Anthes Trail","02 Springview Parkway",Lucan,K78,false
371,26.990000,17,Pizza,Hawaiian,2024-02-24 14:46:09.896,752,Danyelle Fold,"89 Anthes Parkway","3266 Amoth Pass",Srokowo,"11-420",false
372,31.990000,31,Pizza,Pepperoni,2024-02-24 14:46:09.896,76,Cesya Arnaudin,"0 Southridge Way","0 Vera Hill",Hengfan,,false
373,31.990000,45,Pizza,Pepperoni,2024-02-24 14:46:09.896,189,Aggy Oselton,"25 South Crossing","7793 Farwell Crossing",Ribas,"4610-535",false
374,29.990000,69,Pizza,Cheese,2024-02-24 14:46:09.896,853,Marylou Grunson,"4687 Kensington Center","08779 Farwell Circle",Lagos,,true
375,29.990000,18,Pizza,Cheese,2024-02-24 14:46:09.896,273,Frants Restill,"0298 Menomonie Parkway","37136 David Hill",Capacho Nuevo,,false
376,26.990000,16,Pizza,Hawaiian,2024-02-24 14:46:09.896,139,Loreen Sawley,"3 Sheridan Road","797 Truax Court",Zhoupi,,true
377,21.990000,27,Pizza,Hawaiian,2024-02-24 14:46:09.896,144,Adelind Garrish,"2 Sachs Place","0 Waxwing Road",Jacaltenango,"13007",false
378,21.990000,87,Pizza,Hawaiian,2024-02-24 14:46:09.896,967,Rivkah Holbarrow,"4 Pierstorff Way","72599 Kropf Point",Amsterdam-Oost,"1094",false
379,25.990000,66,Pizza,Pepperoni,2024-02-24 14:46:09.896,125,Roderigo Setter,"7017 Kenwood Place","8151 Reindahl Avenue",Pniewy,"62-045",true
380,25.990000,72,Pizza,Pepperoni,2024-02-24 14:46:09.896,629,Rosaline Farrier,"67544 Carpenter Trail","91253 Knutson Pass",Babah Rot,,true
381,24.990000,75,Pizza,Cheese,2024-02-24 14:46:09.896,968,Clementius Scholtz,"62863 Dryden Crossing","77 Hanson Lane",Milove,,true
382,19.990000,32,Pizza,Cheese,2024-02-24 14:46:09.896,49,Flory Hawkett,"45 Farmco Pass","96 Thompson Lane",Longchiqiao,,true
383,21.990000,63,Pizza,Hawaiian,2024-02-24 14:46:09.896,296,Clevey Zanussii,"5 Florence Crossing","03 Novick Parkway",Fort Worth,"76192",true
384,24.990000,49,Pizza,Cheese,2024-02-24 14:46:09.896,497,Tamarah Saltmarshe,"69775 Golf View Park","6 Pearson Parkway",Ujung Gading,,true
385,31.990000,45,Pizza,Pepperoni,2024-02-24 14:46:09.896,686,Salomi Roller,"5 Carberry Court","49328 Kedzie Alley",Al Ḩawāmidīyah,,false
386,31.990000,31,Pizza,Pepperoni,2024-02-24 14:46:09.896,766,Sandro Emeline,"60729 Namekagon Hill","119 Summit Hill",Xinxu,,true
387,29.990000,18,Pizza,Cheese,2024-02-24 14:46:09.896,173,Perla Tonkes,"44 Pierstorff Hill","4 Schurz Street",Pemberton,E1W,true
388,25.990000,28,Pizza,Pepperoni,2024-02-24 14:46:09.896,264,Melisent Kensley,"1544 Pond Plaza","3 Carioca Alley",Zeguo,,false
389,24.990000,66,Pizza,Cheese,2024-02-24 14:46:09.896,919,Mayne Dottridge,"5 Goodland Park","10941 Chive Point",Bayanhoshuu,,true
390,26.990000,11,Pizza,Hawaiian,2024-02-24 14:46:09.896,23,Elbert Dagger,"74 Burning Wood Place","98 Carberry Street",La Talaudière,"42355 CEDEX",false
391,21.990000,67,Pizza,Hawaiian,2024-02-24 14:46:09.896,460,Wakefield Janicek,"8 West Crossing","412 Longview Street",Dongshangguan,,false
392,20.990000,100,Pizza,Pepperoni,2024-02-24 14:46:09.896,371,Sue Smitham,"9 Bonner Terrace","33 Center Way",Xunhe,,true
393,20.990000,64,Pizza,Pepperoni,2024-02-24 14:46:09.896,386,Sallyann Mattersley,"38 Schiller Point","436 Elka Circle",Gao,,true
394,25.990000,87,Pizza,Pepperoni,2024-02-24 14:46:09.896,661,Codi Macura,"9007 Mallory Junction","42446 Carey Court",Qīr Moāv,,false
395,25.990000,68,Pizza,Pepperoni,2024-02-24 14:46:09.896,897,Ron Laslett,"9 Browning Pass","946 Kedzie Plaza",Golem,,true
396,19.990000,56,Pizza,Cheese,2024-02-24 14:46:09.896,410,Neal Losselyong,"9281 Hermina Drive","7683 Granby Lane",De la Paz,"7105",false
397,19.990000,36,Pizza,Cheese,2024-02-24 14:46:09.896,430,Rusty Ison,"78670 Almo Point","8915 David Park",Dardhas,,true
398,31.990000,32,Pizza,Pepperoni,2024-02-24 14:46:09.896,140,Clementius Reina,"971 Lerdahl Pass","66844 Everett Pass",Kaznějov,"331 51",false
399,31.990000,47,Pizza,Pepperoni,2024-02-24 14:46:09.896,33,Port Sharvell,"404 Packers Center","4 Grasskamp Center",Salvacion,"1114",false
400,21.990000,8,Pizza,Hawaiian,2024-02-24 14:46:09.896,589,Katherina Duran,"68404 Graceland Hill","99804 Mifflin Plaza",Końskowola,"24-130",false
401,26.990000,46,Pizza,Hawaiian,2024-02-24 14:46:09.896,239,Brooke Marcam,"56 Beilfuss Street","819 Sage Lane",San Pa Tong,"50120",true
402,21.990000,10,Pizza,Hawaiian,2024-02-24 14:46:09.896,870,Beaufort Greatbatch,"97108 Hoard Lane","16 North Avenue",Tucuran,"7019",true
403,26.990000,24,Pizza,Hawaiian,2024-02-24 14:46:09.896,300,Rab Penkman,"22 John Wall Lane","718 Nevada Avenue",Sheregesh,"660126",false
404,19.990000,1,Pizza,Cheese,2024-02-24 14:46:09.896,682,Neely Twinborne,"19647 Carey Street","9 Eagle Crest Parkway",Ryjewo,"82-420",false
405,25.990000,64,Pizza,Pepperoni,2024-02-24 14:46:09.896,53,Libbie End,"5523 Buell Lane","087 Graedel Place",Kosan,,true
406,25.990000,26,Pizza,Pepperoni,2024-02-24 14:46:09.896,353,Stacie Bortoletti,"39215 Graceland Court","34465 Longview Terrace",Baranowo,"06-320",false
407,24.990000,48,Pizza,Cheese,2024-02-24 14:46:09.896,336,Zachery McCully,"42 Golden Leaf Drive","6 Dryden Park",Argenteuil,"95109 CEDEX",false
408,24.990000,65,Pizza,Cheese,2024-02-24 14:46:09.896,95,Kirsten Housley,"264 Dwight Avenue","29126 Talisman Street",Al Jubayhah,,true
409,31.990000,77,Pizza,Pepperoni,2024-02-24 14:46:09.896,90,Delaney Oxherd,"0298 Menomonie Parkway","37136 David Hill",Capacho Nuevo,,true
410,26.990000,69,Pizza,Hawaiian,2024-02-24 14:46:09.896,156,Catlin Rouke,"45235 Troy Alley","05 Sunbrook Center",Shādegān,,true
411,31.990000,46,Pizza,Pepperoni,2024-02-24 14:46:09.896,279,Vincenty Paffitt,"68 Fulton Parkway","2982 Ridgeview Lane",Dardhas,,false
412,29.990000,42,Pizza,Cheese,2024-02-24 14:46:09.896,275,Webster Lias,"3 3rd Hill","9417 Mayer Road",Wunat,,true
413,29.990000,31,Pizza,Cheese,2024-02-24 14:46:09.896,34,Sabrina Blakeslee,"68647 Monica Hill","2 Fairview Pass",Znojmo,"671 81",true
414,25.990000,86,Pizza,Pepperoni,2024-02-24 14:46:09.896,273,Frants Restill,"85678 Crescent Oaks Plaza","160 Springview Parkway",Kolondiéba,,true
415,29.990000,3,Pizza,Cheese,2024-02-24 14:46:09.896,673,Kylie Uman,"390 Heffernan Street","24786 Pond Plaza",Futuroscope,"86983 CEDEX",true
416,24.990000,74,Pizza,Cheese,2024-02-24 14:46:09.896,185,Nanete Ather,"237 Haas Pass","252 Dakota Avenue",Třešť,"589 01",true
417,24.990000,84,Pizza,Cheese,2024-02-24 14:46:09.896,632,Elyssa Hambelton,"18948 Loomis Lane","2495 Welch Trail",Dunmanway,P47,false
418,19.990000,75,Pizza,Cheese,2024-02-24 14:46:09.896,795,Ora Gillitt,"31600 Jenifer Hill","9778 Golden Leaf Hill",Leping,,false
419,20.990000,90,Pizza,Pepperoni,2024-02-24 14:46:09.896,277,Dianna Thornbarrow,"46 Dorton Place","15 Kenwood Avenue",Bendilmuning,,false
420,29.990000,58,Pizza,Cheese,2024-02-24 14:46:09.896,406,Mallorie Bachelor,"6863 Rusk Drive","9236 Superior Parkway",Pigcawayan,"9412",false
421,26.990000,56,Pizza,Hawaiian,2024-02-24 14:46:09.896,977,Farlie Sandifer,"25 Grover Road","441 Sage Plaza",Cangkuang,,false
422,24.990000,34,Pizza,Cheese,2024-02-24 14:46:09.896,238,Amelie Margerison,"87551 Shelley Trail","87961 Tomscot Hill",Devesa,"4970-521",false
423,26.990000,20,Pizza,Hawaiian,2024-02-24 14:46:09.896,573,Odetta Lalevee,"71 Cody Avenue","207 Delaware Alley",Dunmanway,P47,false
424,19.990000,88,Pizza,Cheese,2024-02-24 14:46:09.896,884,Jessee Shearsby,"2 Prairieview Circle","55 Donald Street",Chaínça,"2495-205",false
425,26.990000,8,Pizza,Hawaiian,2024-02-24 14:46:09.896,95,Kirsten Housley,"11 Kinsman Parkway","1 Colorado Way",Pailles,,false
426,24.990000,30,Pizza,Cheese,2024-02-24 14:46:09.896,874,Beaufort Dils,"944 Mariners Cove Trail","78 Knutson Trail",Tunoshna,"150501",true
427,26.990000,84,Pizza,Hawaiian,2024-02-24 14:46:09.896,654,Hamel Widger,"757 Bartillon Place","0851 Kenwood Pass",Encruzilhada do Sul,"96610-000",false
428,20.990000,72,Pizza,Pepperoni,2024-02-24 14:46:09.896,96,Bernita Eivers,"874 Eastwood Crossing","23387 Hayes Road",Giado,,false
429,24.990000,85,Pizza,Cheese,2024-02-24 14:46:09.896,207,Rainer Lindenberg,"7 Bluestem Pass","8043 Laurel Avenue",Durham,"27717",true
430,31.990000,52,Pizza,Pepperoni,2024-02-24 14:46:09.896,523,Franklin Berndtssen,"68774 Park Meadow Court","16 Steensland Court",Ad Darbāsīyah,,true
431,24.990000,14,Pizza,Cheese,2024-02-24 14:46:09.896,744,Laird Payze,"7 Bluestem Pass","8043 Laurel Avenue",Durham,"27717",false
432,20.990000,65,Pizza,Pepperoni,2024-02-24 14:46:09.896,548,Karlen Greening,"97178 Monument Circle","30 Parkside Avenue",Guayaramerín,,true
433,20.990000,79,Pizza,Pepperoni,2024-02-24 14:46:09.896,93,Earl Ridgwell,"1403 Marquette Lane","79907 Hazelcrest Pass",Shahr-e Qods,,false
434,25.990000,13,Pizza,Pepperoni,2024-02-24 14:46:09.896,725,Emmerich Morefield,"88160 Lotheville Plaza","21068 Dawn Street",Morant Bay,,true
435,29.990000,98,Pizza,Cheese,2024-02-24 14:46:09.896,781,Celestia Gascard,"1030 Calypso Alley","34 Ridgeway Center",Leku,,false
436,29.990000,91,Pizza,Cheese,2024-02-24 14:46:09.896,822,Trenton Kilmartin,"6 Ohio Lane","39344 Katie Center",Heydərabad,,false
437,19.990000,95,Pizza,Cheese,2024-02-24 14:46:09.896,104,Paolo Basketter,"413 Michigan Road","5 Laurel Center",Huangling,,true
438,31.990000,60,Pizza,Pepperoni,2024-02-24 14:46:09.896,551,Parnell MacCoughan,"7 Briar Crest Terrace","45 Monterey Alley",Buracan,"4421",true
439,31.990000,55,Pizza,Pepperoni,2024-02-24 14:46:09.896,247,Edy Luttger,"944 Mariners Cove Trail","78 Knutson Trail",Tunoshna,"150501",true
440,29.990000,56,Pizza,Cheese,2024-02-24 14:46:09.896,748,Derward Neiland,"874 Eastwood Crossing","23387 Hayes Road",Giado,,false
441,24.990000,43,Pizza,Cheese,2024-02-24 14:46:09.896,43,Godart De Pero,"555 Monterey Terrace","7107 Muir Pass",Huangjia,,false
442,25.990000,37,Pizza,Pepperoni,2024-02-24 14:46:09.896,762,Mirna Swanton,"12 Sutherland Drive","9 Corry Parkway",Chervonoarmiys’k,,true
443,21.990000,25,Pizza,Hawaiian,2024-02-24 14:46:09.896,492,Babara Najera,"86643 Delaware Trail","3 Carpenter Hill",Harhorin,,true
444,31.990000,79,Pizza,Pepperoni,2024-02-24 14:46:09.896,963,Billie Gyves,"5642 Brickson Park Hill","665 Fair Oaks Drive",Banjar Pangkungtibah Selatan,,true
445,21.990000,60,Pizza,Hawaiian,2024-02-24 14:46:09.896,536,Chane Sehorsch,"21 La Follette Drive","7381 Prairieview Trail",Magdalena,,false
446,20.990000,26,Pizza,Pepperoni,2024-02-24 14:46:09.896,438,Doreen Feyer,"1 Linden Hill","64 Mendota Trail",Fontvieille,"98000",true
447,19.990000,66,Pizza,Cheese,2024-02-24 14:46:09.896,620,Mireille Ander,"23748 8th Junction","32 Anhalt Place",Bangunharja,,true
448,26.990000,46,Pizza,Hawaiian,2024-02-24 14:46:09.896,980,Zaccaria Cullagh,"3761 Chive Parkway","6552 Vahlen Park",Shitang,,true
449,20.990000,73,Pizza,Pepperoni,2024-02-24 14:46:09.896,412,Delano Eves,"2 Ridgeway Place","60377 Union Parkway",Thionville,"57119 CEDEX",true
450,29.990000,41,Pizza,Cheese,2024-02-24 14:46:09.896,344,Zia Tregidga,"8 West Crossing","412 Longview Street",Dongshangguan,,true
451,24.990000,99,Pizza,Cheese,2024-02-24 14:46:09.896,515,Mac McMenemy,"53 Grasskamp Pass","6641 Spaight Court",Burns Lake,M4H,false
452,21.990000,60,Pizza,Hawaiian,2024-02-24 14:46:09.896,676,Marietta Drewry,"47258 Union Pass","79 Oneill Lane",Patayac,"2419",true
453,31.990000,68,Pizza,Pepperoni,2024-02-24 14:46:09.896,282,Sanders Birdwistle,"62 Cascade Point","02 Cambridge Center",Granada,"252257",true
454,26.990000,96,Pizza,Hawaiian,2024-02-24 14:46:09.896,550,Gina Maynard,"19493 Brentwood Point","91 Becker Street",Xialiao,,true
455,21.990000,96,Pizza,Hawaiian,2024-02-24 14:46:09.896,163,Jerome Niccolls,"522 West Drive","07575 Gulseth Center",Oropéndolas,,true
456,24.990000,38,Pizza,Cheese,2024-02-24 14:46:09.896,192,Berry Hatchette,"9 Clyde Gallagher Alley","42 Holy Cross Alley",Buan,"6333",true
457,21.990000,23,Pizza,Hawaiian,2024-02-24 14:46:09.896,581,Darnell Godding,"452 Garrison Road","9 Golf Course Center",Santa Teresa,,false
458,31.990000,73,Pizza,Pepperoni,2024-02-24 14:46:09.896,104,Paolo Basketter,"08604 Bonner Avenue","7 Rieder Center",Xianghua,,false
459,24.990000,72,Pizza,Cheese,2024-02-24 14:46:09.896,630,Kerr Carpenter,"45 Lukken Way","784 Coleman Plaza",Jīma,,true
460,19.990000,91,Pizza,Cheese,2024-02-24 14:46:09.896,16,Odo Dwane,"44 Pierstorff Hill","4 Schurz Street",Pemberton,E1W,true
461,25.990000,13,Pizza,Pepperoni,2024-02-24 14:46:09.896,540,Billy Najafian,"1016 Jackson Hill","8 Buhler Junction",Pingshi,,false
462,20.990000,59,Pizza,Pepperoni,2024-02-24 14:46:09.896,272,Fabiano Reide,"97 Paget Parkway","5 Stoughton Crossing",Petrolina de Goiás,"75480-000",true
463,31.990000,87,Pizza,Pepperoni,2024-02-24 14:46:09.896,756,Rosy Pridmore,"8595 Northwestern Terrace","63591 Surrey Alley",Tambaksari,,true
464,21.990000,40,Pizza,Hawaiian,2024-02-24 14:46:09.896,691,Starla Arne,"63227 Manitowish Junction","1206 Hansons Trail",Hesperange,L-5941,true
465,25.990000,66,Pizza,Pepperoni,2024-02-24 14:46:09.896,193,Zora Cornejo,"0901 Mosinee Drive","97440 Ridgeway Hill",Tutup,,true
466,24.990000,84,Pizza,Cheese,2024-02-24 14:46:09.896,341,Sibel Woodage,"67 Brown Lane","7 Ilene Drive",Lapid,,false
467,26.990000,83,Pizza,Hawaiian,2024-02-24 14:46:09.896,265,Andrea Hounsom,"50581 Northview Street","90047 Northland Way",Cibinong Satu,,true
468,26.990000,34,Pizza,Hawaiian,2024-02-24 14:46:09.896,892,Mina Cruikshanks,"3 Eastlawn Place","0449 Dapin Avenue",Parry Sound,P2A,false
469,31.990000,59,Pizza,Pepperoni,2024-02-24 14:46:09.896,106,Deeyn Cohen,"52526 Hauk Lane","8799 Maple Wood Way",Žagarė,"84019",false
470,25.990000,44,Pizza,Pepperoni,2024-02-24 14:46:09.896,592,Deloria Witcherley,"898 Thackeray Point","39749 Michigan Plaza",Shaft,,false
471,19.990000,92,Pizza,Cheese,2024-02-24 14:46:09.896,169,Ulberto Wait,"88160 Lotheville Plaza","21068 Dawn Street",Morant Bay,,true
472,21.990000,15,Pizza,Hawaiian,2024-02-24 14:46:09.896,211,Cecelia Hansberry,"2131 Susan Drive","7 Oriole Lane",Ratchathewi,"11130",true
473,26.990000,88,Pizza,Hawaiian,2024-02-24 14:46:09.896,911,Jacky Lias,"9007 Mallory Junction","42446 Carey Court",Qīr Moāv,,true
474,29.990000,5,Pizza,Cheese,2024-02-24 14:46:09.896,754,Ham Alflat,"0 Everett Crossing","95716 Nancy Crossing",Gómfoi,,false
475,25.990000,66,Pizza,Pepperoni,2024-02-24 14:46:09.896,105,Kittie Johanssen,"3 Bunker Hill Hill","100 Anhalt Terrace",Santander,"39010",false
476,21.990000,7,Pizza,Hawaiian,2024-02-24 14:46:09.896,166,Dunn Juster,"4757 Charing Cross Place","9 Kropf Hill",Mrongi Daja,,true
477,21.990000,2,Pizza,Hawaiian,2024-02-24 14:46:09.896,229,Alden Weems,"37027 Victoria Street","88 Oakridge Circle",Jönköping,"553 33",false
478,19.990000,30,Pizza,Cheese,2024-02-24 14:46:09.896,805,Giovanna Utridge,"555 Monterey Terrace","7107 Muir Pass",Huangjia,,false
479,31.990000,79,Pizza,Pepperoni,2024-02-24 14:46:09.896,969,Sam Behnke,"57 Banding Terrace","5 Sutteridge Place",Habana del Este,,true
480,26.990000,64,Pizza,Hawaiian,2024-02-24 14:46:09.896,420,Flem Attewell,"74 Warrior Court","04267 Coolidge Park",Tiling,"1112",false
481,25.990000,25,Pizza,Pepperoni,2024-02-24 14:46:09.896,146,Iain Brockway,"28 Pond Plaza","613 Banding Avenue",Puyang,,false
482,31.990000,8,Pizza,Pepperoni,2024-02-24 14:46:09.896,180,Seward Kelway,"566 Cottonwood Circle","909 Eagan Avenue",Saga,,false
483,25.990000,16,Pizza,Pepperoni,2024-02-24 14:46:09.896,92,Andrew Noddles,"499 Redwing Drive","25647 Porter Pass",Vila Nova,"4690-588",true
484,21.990000,53,Pizza,Hawaiian,2024-02-24 14:46:09.896,985,Zachery Marqyes,"5008 Marquette Court","55575 Little Fleur Junction",Żarów,"58-130",false
485,21.990000,21,Pizza,Hawaiian,2024-02-24 14:46:09.896,867,Nellie Crosland,"9 Kings Lane","2 Katie Point",Igurusi,,false
486,21.990000,7,Pizza,Hawaiian,2024-02-24 14:46:09.896,644,Carmon Clee,"486 Anniversary Lane","47 Algoma Alley",Cergy-Pontoise,"95092 CEDEX",false
487,20.990000,80,Pizza,Pepperoni,2024-02-24 14:46:09.896,422,Lennie Boadby,"88 Hanson Place","8055 Ludington Center",Vilca,,false
488,21.990000,69,Pizza,Hawaiian,2024-02-24 14:46:09.896,776,Jaymee Mapson,"864 Ruskin Plaza","78589 Union Parkway",N’dalatando,,false
489,21.990000,16,Pizza,Hawaiian,2024-02-24 14:46:09.896,883,Giana Eslemont,"90535 Warner Plaza","253 Northport Road",Abua,,true
490,29.990000,26,Pizza,Cheese,2024-02-24 14:46:09.896,473,Gilberto Massie,"23443 Loomis Parkway","9 Petterle Circle",Krivaja,,false
491,24.990000,60,Pizza,Cheese,2024-02-24 14:46:09.896,284,Georgie Branney,"4102 Stoughton Terrace","8 Corben Center",Wichita,"67236",true
492,21.990000,87,Pizza,Hawaiian,2024-02-24 14:46:09.896,985,Zachery Marqyes,"19493 Brentwood Point","91 Becker Street",Xialiao,,false
493,20.990000,62,Pizza,Pepperoni,2024-02-24 14:46:09.896,108,Tammy Skough,"92204 Dunning Point","2 Old Gate Parkway",Kafr Thulth,,true
494,31.990000,80,Pizza,Pepperoni,2024-02-24 14:46:09.896,352,Gottfried Hamley,"0956 8th Park","10 Dexter Plaza",Cruz del Eje,"5280",false
495,25.990000,26,Pizza,Pepperoni,2024-02-24 14:46:09.896,518,Humberto Antonioni,"05676 Merrick Junction","78 Heffernan Hill",Kagadi,,true
496,26.990000,30,Pizza,Hawaiian,2024-02-24 14:46:09.896,361,Farand Boswood,"5945 Oneill Trail","5635 Killdeer Center",Tuupovaara,"82730",false
497,19.990000,90,Pizza,Cheese,2024-02-24 14:46:09.896,831,Nicolle Bussen,"8347 Parkside Avenue","06479 Summerview Way",Mianduhe,,false
498,25.990000,36,Pizza,Pepperoni,2024-02-24 14:46:09.896,288,Robbie Mascall,"14 Vernon Street","41755 Pennsylvania Pass",Tarica,,false
499,25.990000,54,Pizza,Pepperoni,2024-02-24 14:46:09.896,742,Martina Kleinzweig,"4 Mcguire Street","47877 Nobel Pass",Zhoupu,,false
500,26.990000,80,Pizza,Hawaiian,2024-02-24 14:46:09.896,124,Quentin Hatto,"64 Bonner Plaza","13432 Forest Run Crossing",Daphu,,false
501,31.990000,54,Pizza,Pepperoni,2024-02-24 14:46:09.896,196,Georgianna Allsup,"1845 Birchwood Center","422 Daystar Trail",Feilaixia,,true
502,29.990000,77,Pizza,Cheese,2024-02-24 14:46:09.896,342,Lauraine Everly,"2 Village Green Terrace","68 Laurel Park",Nerk’in Getashen,,false
503,31.990000,92,Pizza,Pepperoni,2024-02-24 14:46:09.896,864,Merl Swan,"0901 Mosinee Drive","97440 Ridgeway Hill",Tutup,,true
504,29.990000,24,Pizza,Cheese,2024-02-24 14:46:09.896,682,Neely Twinborne,"9040 Hintze Parkway","50 Bay Lane",Orenburg,"460999",true
505,26.990000,91,Pizza,Hawaiian,2024-02-24 14:46:09.896,190,Brook Bowery,"177 Namekagon Park","70 Warrior Junction",Stamboliyski,"4223",false
506,20.990000,48,Pizza,Pepperoni,2024-02-24 14:46:09.896,950,Genovera Roggero,"58822 Northland Plaza","4 Thackeray Road",Petiga,,false
507,26.990000,75,Pizza,Hawaiian,2024-02-24 14:46:09.896,707,Filmer Gyngell,"415 Montana Street","54257 Dixon Circle",Podporozh’ye,"187789",true
508,24.990000,86,Pizza,Cheese,2024-02-24 14:46:09.896,661,Codi Macura,"474 Reinke Plaza","548 Menomonie Way",Hihyā,,false
509,26.990000,64,Pizza,Hawaiian,2024-02-24 14:46:09.896,262,Francois Posvner,"39215 Graceland Court","34465 Longview Terrace",Baranowo,"06-320",true
510,29.990000,7,Pizza,Cheese,2024-02-24 14:46:09.896,97,Jacquette Rilings,"45 Farmco Pass","96 Thompson Lane",Longchiqiao,,true
511,19.990000,70,Pizza,Cheese,2024-02-24 14:46:09.896,538,Trescha Neward,"23667 Crescent Oaks Junction","559 Blaine Trail",Fryčovice,"739 45",true
512,26.990000,71,Pizza,Hawaiian,2024-02-24 14:46:09.914,84,Paige Lenormand,"53 Grasskamp Pass","6641 Spaight Court",Burns Lake,M4H,false
513,31.990000,86,Pizza,Pepperoni,2024-02-24 14:46:09.914,289,Lucky Southby,"79396 Dwight Road","0047 Myrtle Parkway",Sanhe,,false
514,26.990000,47,Pizza,Hawaiian,2024-02-24 14:46:09.914,556,Hervey Bredes,"302 Westridge Plaza","59065 Norway Maple Court",Paraíba do Sul,"25850-000",true
515,19.990000,1,Pizza,Cheese,2024-02-24 14:46:09.914,904,Chase Ornells,"908 Dakota Alley","4099 Forest Run Junction",Lisków,"62-850",false
516,29.990000,61,Pizza,Cheese,2024-02-24 14:46:09.914,663,Sean Gunthorpe,"07 Loomis Center","09 Anderson Parkway",Altanbulag,,true
517,24.990000,11,Pizza,Cheese,2024-02-24 14:46:09.914,662,Adah Polack,"5 Tomscot Junction","693 Moulton Parkway",Banjar Lalangpasek,,false
518,29.990000,64,Pizza,Cheese,2024-02-24 14:46:09.914,369,Damaris Ilyuchyov,"72928 Oakridge Crossing","1890 Bunting Court",Aozou,,true
519,26.990000,40,Pizza,Hawaiian,2024-02-24 14:46:09.914,95,Kirsten Housley,"2655 Dovetail Road","8 Hoard Point",Šluknov,"407 77",false
520,24.990000,93,Pizza,Cheese,2024-02-24 14:46:09.914,14,Husain McAster,"3 Bunker Hill Hill","100 Anhalt Terrace",Santander,"39010",true
